Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
1991-11-08;27730;67008;22727;3375
1991-11-09;27038;64896;21020;3707
1991-11-10;19368;57115;20169;3461
1991-11-11;27469;68655;21201;4263
1991-11-12;20323;53694;19176;4072
1991-11-13;29259;64528;24505;4917
1991-11-14;18821;53812;22347;4215
1991-11-15;16665;50641;20485;4043
1991-11-16;16090;56135;18826;3653
1991-11-17;17775;45164;17586;3389
1991-11-18;15232;43294;16119;3076
1991-11-19;15209;43258;15322;2659
1991-11-20;14799;44174;14335;2415
1991-11-21;26392;53068;13986;2275
1991-11-22;21945;57591;13148;2230
1991-11-23;24555;60410;12827;2009
1991-11-24;35738;83569;12607;1922
1991-11-25;18296;100158;12625;1786
1991-11-26;19060;98507;13739;1947
1991-11-27;15183;87608;12853;1917
1991-11-28;15114;86838;13613;1749
1991-11-29;20483;83798;12715;1676
1991-11-30;16408;76284;12534;1612
1991-12-01;19337;73518;11994;1568
1991-12-02;17620;67980;11340;1516
1991-12-03;19255;65166;11139;1443
1991-12-04;17352;59330;10545;1406
1991-12-05;20109;60639;10331;1387
1991-12-06;16680;57743;10716;1344
1991-12-07;15058;57751;9931;1310
1991-12-08;15461;57339;9515;1274
1991-12-09;17203;54018;9022;1234
1991-12-10;17544;52596;8738;1203
1991-12-11;19624;51285;8416;1152
1991-12-12;23081;66687;8203;1148
1991-12-13;28106;62856;8832;1181
1991-12-14;18450;58916;8631;1076
1991-12-15;22397;55814;9558;1210
1991-12-16;16468;48151;8657;1073
1991-12-17;16752;54514;10657;1965
1991-12-18;18130;46967;8353;1892
1991-12-19;15184;49853;11744;2544
1991-12-20;22688;45811;10229;2803
1991-12-21;17196;40375;9476;2336
1991-12-22;13346;47641;9548;2596
1991-12-23;12278;45631;8159;3854
1991-12-24;20001;43027;8120;3081
1991-12-25;13200;37458;11225;3310
1991-12-26;12306;35131;8437;3166
1991-12-27;19503;41909;7472;2947
1991-12-28;20705;44868;7602;2891
1991-12-29;23569;66391;7506;2691
1991-12-30;12667;44161;7153;2493
1991-12-31;12550;39699;8240;2435
1992-01-01;18763;58330;9063;3700
1992-01-02;12883;55108;7883;4310
1992-01-03;13032;46144;10109;7056
1992-01-04;11763;50810;9385;6600
1992-01-05;21077;47051;9306;6103
1992-01-06;13716;42098;11248;5991
1992-01-07;11061;42861;11995;5352
1992-01-08;12622;36665;13852;6331
1992-01-09;10305;31452;9452;5734
1992-01-10;27541;82992;9567;5108
1992-01-11;24126;50279;9700;4756
1992-01-12;10199;35805;9388;4231
1992-01-13;23788;47509;10053;3793
1992-01-14;20163;42665;8604;3355
1992-01-15;19703;57098;8547;3029
1992-01-16;13790;63047;8393;2763
1992-01-17;10990;49546;8275;2542
1992-01-18;9012;43851;9528;2818
1992-01-19;8133;39490;7952;2430
1992-01-20;9366;37888;7510;2273
1992-01-21;8296;36190;7438;2157
1992-01-22;9347;34713;7202;2034
1992-01-23;8642;33000;7046;1933
1992-01-24;8281;32218;6856;1849
1992-01-25;11904;36866;7448;1871
1992-01-26;14325;37600;6691;1734
1992-01-27;26700;52222;6488;1703
1992-01-28;40403;95307;6761;1677
1992-01-29;25620;113343;6976;1637
1992-01-30;25084;120318;6935;1607
1992-01-31;30236;121700;7068;1578
1992-02-01;32064;117533;6831;1514
1992-02-02;32977;107593;9423;2187
1992-02-03;27257;92575;9195;1793
1992-02-04;24451;83828;7444;1604
1992-02-05;23593;74720;7340;1578
1992-02-06;22210;79298;8132;1857
1992-02-07;26416;72606;7034;1633
1992-02-08;17898;69519;7659;1673
1992-02-09;15643;67402;7293;1578
1992-02-10;15836;72827;10363;2200
1992-02-11;29813;69821;6964;1690
1992-02-12;13940;57159;7896;1764
1992-02-13;13056;70185;11750;2210
1992-02-14;12060;52500;11740;2342
1992-02-15;11860;48649;10919;4922
1992-02-16;11993;45656;7793;3633
1992-02-17;15239;43769;7318;3289
1992-02-18;15086;44961;7033;3104
1992-02-19;10693;47220;7004;2853
1992-02-20;14809;45404;6841;2593
1992-02-21;13853;41167;6681;2412
1992-02-22;12516;43090;8235;3516
1992-02-23;11359;39528;8340;2884
1992-02-24;15201;42229;7764;2926
1992-02-25;13378;41764;7723;2713
1992-02-26;9756;33379;7509;2513
1992-02-27;11397;33177;7565;2314
1992-02-28;13796;39779;8089;2175
1992-02-29;11588;38759;8134;2009
1992-03-01;10125;36054;7969;1881
1992-03-02;23081;57838;17377;2661
1992-03-03;14032;48887;12450;2109
1992-03-04;9060;44417;12619;2040
1992-03-05;11497;43680;12314;1933
1992-03-06;10998;45855;12418;1826
1992-03-07;9557;50353;12725;1712
1992-03-08;7660;50584;12889;1612
1992-03-09;8042;56190;12599;1526
1992-03-10;9479;65987;15322;1972
1992-03-11;9316;66548;13335;1912
1992-03-12;16178;67657;17653;3965
1992-03-13;9226;65896;13831;3033
1992-03-14;11796;56492;13398;2816
1992-03-15;13840;50048;12118;2481
1992-03-16;8272;49625;12081;2233
1992-03-17;11560;53332;11310;2116
1992-03-18;10817;58497;12055;1887
1992-03-19;17659;67201;14906;2218
1992-03-20;8893;62695;15590;2540
1992-03-21;8513;60645;15259;2240
1992-03-22;13974;63574;18068;2437
1992-03-23;8313;60437;15889;2304
1992-03-24;8727;56062;15053;2082
1992-03-25;8733;54734;14350;1915
1992-03-26;15769;56277;13768;1766
1992-03-27;8872;49780;16195;1781
1992-03-28;8730;47619;13995;2255
1992-03-29;7541;43782;13026;1636
1992-03-30;13849;43107;12222;1551
1992-03-31;8059;41101;12138;1461
1992-04-01;7066;39521;17640;1754
1992-04-02;6796;47587;19008;2481
1992-04-03;7534;49930;15737;1787
1992-04-04;8479;36949;12673;2401
1992-04-05;7190;35012;15611;2398
1992-04-06;7599;35821;11410;2119
1992-04-07;8896;33810;11130;2047
1992-04-08;6189;31824;10780;1929
1992-04-09;5602;31121;10868;1790
1992-04-10;8251;36785;12121;1669
1992-04-11;6566;37373;15378;1534
1992-04-12;7871;40193;18888;1432
1992-04-13;7063;40750;27915;1732
1992-04-14;5220;39636;23864;1643
1992-04-15;5203;36990;22482;3970
1992-04-16;5296;35617;20164;2544
1992-04-17;6000;34209;19044;2189
1992-04-18;11059;39130;21047;2353
1992-04-19;11419;36334;17997;2122
1992-04-20;6368;32015;17490;1859
1992-04-21;5476;29551;16758;1777
1992-04-22;5637;28583;16033;1729
1992-04-23;6550;28412;15175;1636
1992-04-24;9719;27946;16262;1717
1992-04-25;18214;48594;28201;1993
1992-04-26;14507;34259;29280;2962
1992-04-27;13931;71428;44744;2809
1992-04-28;8273;62424;64325;3426
1992-04-29;28811;189914;94405;4239
1992-04-30;25152;191170;91198;3676
1992-05-01;20293;211687;103882;4181
1992-05-02;41818;231102;96973;3788
1992-05-03;35830;229041;90271;3403
1992-05-04;36743;231607;81987;2921
1992-05-05;59206;284373;77155;2536
1992-05-06;67545;319347;73737;2241
1992-05-07;70743;344448;68611;2235
1992-05-08;65341;317989;63076;2324
1992-05-09;56564;280583;57488;2185
1992-05-10;50746;245788;50602;1973
1992-05-11;47145;216442;44806;1696
1992-05-12;44180;199831;47873;2448
1992-05-13;44121;191259;39502;1746
1992-05-14;46351;204665;39670;1613
1992-05-15;63004;268493;43623;1484
1992-05-16;80678;330086;46180;1348
1992-05-17;90020;340615;46734;1209
1992-05-18;101005;340478;46400;1085
1992-05-19;117775;371097;45135;978
1992-05-20;131845;423861;43856;890
1992-05-21;141623;458472;43621;819
1992-05-22;158836;507480;41294;761
1992-05-23;180976;542708;44106;712
1992-05-24;199073;550673;39939;665
1992-05-25;204109;542592;36247;677
1992-05-26;209040;542357;32317;580
1992-05-27;220293;540809;29275;537
1992-05-28;238773;538502;25561;519
1992-05-29;260226;536995;22847;452
1992-05-30;273637;521413;20766;412
1992-05-31;271631;485565;19031;374
1992-06-01;258534;446510;17458;359
1992-06-02;251252;416439;15451;323
1992-06-03;256099;397708;14371;287
1992-06-04;270173;382764;13204;252
1992-06-05;270365;355345;13061;221
1992-06-06;249975;319030;11548;189
1992-06-07;224078;284256;10902;159
1992-06-08;207625;257914;9679;130
1992-06-09;211168;240135;8904;104
1992-06-10;229059;225029;8309;80
1992-06-11;245379;211031;11784;56
1992-06-12;255272;197257;9299;34
1992-06-13;263607;184492;9502;12
1992-06-14;268850;163871;7035;22
1992-06-15;249530;170249;7081;-32
1992-06-16;203790;149126;5711;-53
1992-06-17;157429;138583;5642;-71
1992-06-18;127525;117703;6654;-80
1992-06-19;114231;102900;5331;-107
1992-06-20;113840;127887;5165;-125
1992-06-21;103643;119864;4358;-140
1992-06-22;87009;111290;3959;-155
1992-06-23;73433;93104;4315;-170
1992-06-24;70076;81260;3383;-185
1992-06-25;76990;74975;3147;-199
1992-06-26;92253;78664;2868;-215
1992-06-27;144665;95150;2653;-230
1992-06-28;140385;87124;2354;-243
1992-06-29;122250;83126;2191;-257
1992-06-30;114558;78251;3330;-274
1992-07-01;108284;71797;13702;304
1992-07-02;104707;69452;3054;-195
1992-07-03;94201;61436;2492;-203
1992-07-04;83430;55350;2021;-211
1992-07-05;79391;51819;2074;-218
1992-07-06;76087;47812;1364;-226
1992-07-07;68476;44538;1179;-234
1992-07-08;69643;44633;1192;-241
1992-07-09;65090;49040;1932;-248
1992-07-10;72674;69543;4066;-196
1992-07-11;68575;55722;1126;-218
1992-07-12;66585;53437;5644;-77
1992-07-13;71835;63331;9286;522
1992-07-14;96153;132149;11848;417
1992-07-15;191493;169166;5423;50
1992-07-16;194574;155722;4041;-269
1992-07-17;163368;129777;9559;330
1992-07-18;127311;131919;8373;-119
1992-07-19;102774;125305;11906;-253
1992-07-20;100064;128311;5865;-290
1992-07-21;96333;173834;10330;-288
1992-07-22;100510;171765;9428;-303
1992-07-23;91287;154965;8535;-307
1992-07-24;89678;142149;8733;-312
1992-07-25;81616;123037;7844;-317
1992-07-26;86669;147095;12211;-285
1992-07-27;131600;161175;13920;1679
1992-07-28;118527;144947;9464;-181
1992-07-29;99520;133548;9694;-305
1992-07-30;135565;141784;9225;-322
1992-07-31;119323;134456;8464;-323
1992-08-01;100780;118388;8171;-197
1992-08-02;83981;107279;10322;112
1992-08-03;90538;124580;10066;304
1992-08-04;114604;139463;10863;67
1992-08-05;105397;133021;9934;-122
1992-08-06;97474;164326;11344;226
1992-08-07;86634;157012;7822;-256
1992-08-08;83525;140477;7522;-259
1992-08-09;70753;126504;13339;-252
1992-08-10;74291;119097;9736;-262
1992-08-11;84786;134585;13901;-202
1992-08-12;81392;119312;14071;350
1992-08-13;72218;141669;31098;1771
1992-08-14;81569;164254;30522;228
1992-08-15;67980;153084;27810;-158
1992-08-16;61128;143659;30598;-34
1992-08-17;59572;173272;32823;507
1992-08-18;60365;171508;27894;-201
1992-08-19;55272;158887;25158;-233
1992-08-20;60438;142383;22564;-228
1992-08-21;52629;125460;21094;3501
1992-08-22;46648;113651;20151;1208
1992-08-23;41666;115509;30545;1402
1992-08-24;36992;146174;25069;836
1992-08-25;37718;149504;25229;1766
1992-08-26;38954;153601;23225;1076
1992-08-27;45568;141153;28879;1054
1992-08-28;66076;184427;27671;815
1992-08-29;57746;191665;35442;741
1992-08-30;53608;184043;26755;1465
1992-08-31;71050;184640;28503;1362
1992-09-01;62287;162784;25050;1093
1992-09-02;62808;147101;26665;1934
1992-09-03;57204;134200;38872;1910
1992-09-04;55809;133361;49674;1495
1992-09-05;49258;121788;48587;1202
1992-09-06;43665;109506;41187;997
1992-09-07;46469;99416;37214;1011
1992-09-08;64923;91599;31758;765
1992-09-09;54759;83650;27220;672
1992-09-10;51134;77948;23660;494
1992-09-11;45226;72042;21261;417
1992-09-12;40001;68104;20744;478
1992-09-13;35632;62470;17677;378
1992-09-14;32451;77504;19672;1060
1992-09-15;46798;90109;20278;2388
1992-09-16;73644;91175;18485;1230
1992-09-17;69138;86737;15418;1059
1992-09-18;61422;79227;14488;941
1992-09-19;50166;72583;14207;810
1992-09-20;44120;70152;15840;672
1992-09-21;50030;72973;17767;562
1992-09-22;44143;73255;16301;488
1992-09-23;43494;72233;16155;724
1992-09-24;39682;68012;15589;540
1992-09-25;40967;70018;14928;488
1992-09-26;37805;77498;19141;409
1992-09-27;34295;69704;17606;390
1992-09-28;30357;65468;17003;371
1992-09-29;27373;60520;15917;353
1992-09-30;27410;56213;15019;333
1992-10-01;26334;53668;14212;369
1992-10-02;25608;50266;13229;351
1992-10-03;26762;47458;12306;334
1992-10-04;36832;45168;11372;318
1992-10-05;40028;45346;10779;303
1992-10-06;45568;59091;10353;288
1992-10-07;67660;99472;10043;273
1992-10-08;57675;117439;11789;806
1992-10-09;52590;112328;9196;303
1992-10-10;44116;112412;9287;287
1992-10-11;35803;92350;8794;285
1992-10-12;30505;77658;8285;279
1992-10-13;39054;81253;10930;1467
1992-10-14;27435;70695;13340;2082
1992-10-15;23543;62063;17240;2448
1992-10-16;21870;55496;15614;1668
1992-10-17;20562;50047;9514;1451
1992-10-18;19761;47911;9010;1525
1992-10-19;19075;47021;12527;2130
1992-10-20;17532;42763;12807;1633
1992-10-21;17513;40878;13202;2170
1992-10-22;16705;39162;12539;1743
1992-10-23;15847;41985;10833;1625
1992-10-24;15982;37609;11856;1842
1992-10-25;16146;36084;9532;1512
1992-10-26;14229;37025;8600;1352
1992-10-27;14614;35842;8088;1261
1992-10-28;14651;36248;11588;2240
1992-10-29;14023;33075;7913;3559
1992-10-30;13782;34891;7927;2329
1992-10-31;19002;35980;9934;2233
1992-11-01;19254;38520;12045;2884
1992-11-02;14068;49017;17626;5803
1992-11-03;20748;38882;11895;4721
1992-11-04;14509;33882;12116;4785
1992-11-05;12346;34536;14018;5310
1992-11-06;19554;67001;12534;4674
1992-11-07;13324;31094;11354;4020
1992-11-08;13481;29301;10798;3490
1992-11-09;11844;28254;10099;3008
1992-11-10;15411;35904;11216;2793
1992-11-11;11613;31324;20170;4327
1992-11-12;20006;47070;24563;5547
1992-11-13;24009;39363;16661;5001
1992-11-14;12430;31287;16928;4690
1992-11-15;10198;28934;15835;4408
1992-11-16;12389;30672;15680;4200
1992-11-17;15418;28346;15901;3638
1992-11-18;17705;35333;15540;3633
1992-11-19;13386;34810;15558;4498
1992-11-20;16524;32845;13751;3981
1992-11-21;11450;29187;13077;3762
1992-11-22;9833;25800;12103;3501
1992-11-23;12807;39615;16522;3856
1992-11-24;17553;28909;12210;3313
1992-11-25;12892;37917;19313;4354
1992-11-26;17454;29624;13370;4703
1992-11-27;12358;25920;13428;4505
1992-11-28;14045;40023;17709;5000
1992-11-29;14289;26868;13009;4408
1992-11-30;15400;27932;14278;4170
1992-12-01;34132;37159;21063;4684
1992-12-02;12263;34542;25578;5002
1992-12-03;21483;52657;27237;4714
1992-12-04;14983;40969;29841;4943
1992-12-05;11493;35196;28357;4711
1992-12-06;9165;33125;26545;4305
1992-12-07;8746;31843;24955;3953
1992-12-08;10651;30226;23389;3591
1992-12-09;10369;30275;21710;3278
1992-12-10;16860;43326;21013;2969
1992-12-11;17561;39461;19301;3237
1992-12-12;9525;31380;18388;2863
1992-12-13;9745;30856;19023;2948
1992-12-14;19910;44096;17255;2825
1992-12-15;9236;31973;16109;2594
1992-12-16;17333;30557;17568;2459
1992-12-17;16642;29088;17886;2392
1992-12-18;18035;37158;20310;2723
1992-12-19;18439;40661;18787;2528
1992-12-20;17076;32522;18282;2303
1992-12-21;10230;27427;17464;2210
1992-12-22;12792;29951;16745;2120
1992-12-23;11974;26173;16074;2002
1992-12-24;17620;31774;15619;1914
1992-12-25;31691;39531;14815;1837
1992-12-26;17899;32902;14099;1777
1992-12-27;23102;34447;13500;1734
1992-12-28;25366;38387;12689;1702
1992-12-29;12023;31436;12309;1660
1992-12-30;11476;28235;11902;1616
1992-12-31;10174;27381;11872;1568
1993-01-01;17976;27869;11523;1512
1993-01-02;18343;27920;11056;1463
1993-01-03;12427;24666;10651;1414
1993-01-04;11686;24178;10051;1366
1993-01-05;13801;26985;10973;1506
1993-01-06;17674;31748;9985;1284
1993-01-07;13465;26619;9621;1271
1993-01-08;15443;35310;9861;1414
1993-01-09;15500;31071;11736;1773
1993-01-10;14183;34649;15670;3682
1993-01-11;25170;29377;12852;3255
1993-01-12;10182;20925;10964;4215
1993-01-13;15857;23544;15934;5927
1993-01-14;13477;30746;12192;5385
1993-01-15;26423;40430;17325;6958
1993-01-16;13851;24674;13845;7453
1993-01-17;27137;43874;14089;6853
1993-01-18;10258;32742;13157;6473
1993-01-19;9723;23750;14218;6477
1993-01-20;9939;25827;13340;6316
1993-01-21;10107;28530;16280;7297
1993-01-22;11961;30412;13408;6570
1993-01-23;8439;22219;19275;8112
1993-01-24;8301;24704;18119;8245
1993-01-25;8221;23636;13936;7367
1993-01-26;8125;20645;12876;6665
1993-01-27;8075;18267;12132;5745
1993-01-28;7015;17512;11517;4935
1993-01-29;6633;17114;10981;4236
1993-01-30;8184;24782;10498;3699
1993-01-31;38786;48539;10147;3297
1993-02-01;15193;35713;10100;2991
1993-02-02;9348;22734;10049;2772
1993-02-03;22457;47755;9932;2630
1993-02-04;20315;47176;10812;2503
1993-02-05;16639;33633;10879;2518
1993-02-06;10575;23041;10763;2333
1993-02-07;22786;27406;10496;2272
1993-02-08;29098;38377;10328;2162
1993-02-09;9331;29922;10100;2052
1993-02-10;16314;33268;10008;1960
1993-02-11;8810;28762;10023;1887
1993-02-12;8328;28701;9521;1869
1993-02-13;6878;27289;9266;1799
1993-02-14;7128;27834;9008;1731
1993-02-15;16371;35861;8540;1790
1993-02-16;9295;27967;13377;2605
1993-02-17;11418;27627;8323;1842
1993-02-18;15125;47398;12978;2753
1993-02-19;11480;27634;9767;2306
1993-02-20;6380;23246;14230;3017
1993-02-21;6014;21703;8412;2242
1993-02-22;6364;20927;8167;2119
1993-02-23;6203;20223;7928;1992
1993-02-24;5467;19807;7714;1889
1993-02-25;6688;19461;7513;1811
1993-02-26;6980;20539;9133;1818
1993-02-27;6202;19142;16312;2072
1993-02-28;6155;17934;7956;1785
1993-03-01;12367;17069;6372;1650
1993-03-02;5168;16679;6315;1598
1993-03-03;6600;16722;6221;1547
1993-03-04;9834;28335;6485;1497
1993-03-05;11387;23868;6754;1670
1993-03-06;6195;15783;6443;1421
1993-03-07;9627;19078;6118;1386
1993-03-08;7114;17746;5747;1341
1993-03-09;28618;33569;5951;1297
1993-03-10;17880;18557;5886;1266
1993-03-11;21313;22171;5744;1235
1993-03-12;18948;19920;5649;1240
1993-03-13;40290;17252;5638;1242
1993-03-14;6836;19280;6038;1279
1993-03-15;12296;21989;7022;1420
1993-03-16;8936;22954;8986;2322
1993-03-17;9182;28382;9189;2034
1993-03-18;7598;27083;9723;2149
1993-03-19;7079;31561;9803;2323
1993-03-20;9505;35415;9922;2119
1993-03-21;7933;24285;10682;2266
1993-03-22;6891;26207;12239;2805
1993-03-23;13879;26848;10854;2648
1993-03-24;7937;24950;10586;2411
1993-03-25;8952;23170;10292;2194
1993-03-26;5403;21681;9759;2014
1993-03-27;5889;20788;9421;1830
1993-03-28;5201;19892;8956;1708
1993-03-29;6014;19285;8499;1586
1993-03-30;10443;20034;8235;1452
1993-03-31;10595;18678;7918;1377
1993-04-01;5710;18728;7610;1329
1993-04-02;5384;18094;7367;1284
1993-04-03;5633;19701;7085;1247
1993-04-04;5120;16778;8491;1460
1993-04-05;5142;15772;7751;1267
1993-04-06;6422;16873;10999;1518
1993-04-07;5528;17230;9477;1343
1993-04-08;4211;14897;7791;1187
1993-04-09;4707;14657;7548;1168
1993-04-10;4485;13929;7232;1145
1993-04-11;4420;13598;6953;1112
1993-04-12;5068;13289;6707;1071
1993-04-13;4322;13007;6442;1030
1993-04-14;4446;12854;6186;987
1993-04-15;3965;12903;6162;945
1993-04-16;5784;15526;7021;911
1993-04-17;8762;17317;7838;1243
1993-04-18;7497;18835;7390;952
1993-04-19;5194;16620;7481;869
1993-04-20;5949;18511;8488;834
1993-04-21;9328;18963;15618;1227
1993-04-22;6033;21377;11255;818
1993-04-23;6380;33325;16222;1056
1993-04-24;4907;62313;17321;778
1993-04-25;8446;118565;23891;743
1993-04-26;13599;181890;38608;699
1993-04-27;20713;250292;59653;650
1993-04-28;25769;285980;72684;602
1993-04-29;32507;315750;80192;557
1993-04-30;47177;385181;88194;513
1993-05-01;62698;482994;92254;526
1993-05-02;83934;583882;93940;528
1993-05-03;124430;712312;97743;768
1993-05-04;130814;708691;93380;438
1993-05-05;113572;613877;84564;511
1993-05-06;106501;544575;80674;452
1993-05-07;117060;564806;72077;595
1993-05-08;137629;563790;63815;1028
1993-05-09;140306;533839;57731;389
1993-05-10;142154;503211;52621;331
1993-05-11;141659;470498;48739;297
1993-05-12;123058;441403;45584;266
1993-05-13;104129;389625;43027;278
1993-05-14;94944;350778;42590;289
1993-05-15;89776;345727;48090;675
1993-05-16;135371;415091;45565;177
1993-05-17;147710;444036;43544;162
1993-05-18;165261;487420;40032;142
1993-05-19;190687;561621;36108;114
1993-05-20;217862;625918;33091;465
1993-05-21;238322;655399;30622;116
1993-05-22;254414;655324;27247;72
1993-05-23;248866;622399;25234;22
1993-05-24;215678;528738;26455;7
1993-05-25;165572;413169;21318;97
1993-05-26;128008;324043;19304;-36
1993-05-27;103734;264914;18135;-51
1993-05-28;93064;245167;16463;-59
1993-05-29;89811;228201;16572;29
1993-05-30;90331;218654;18262;264
1993-05-31;94349;220230;19002;503
1993-06-01;112371;222710;18935;241
1993-06-02;136157;255984;19509;-62
1993-06-03;137259;240738;16615;-92
1993-06-04;132054;230189;15192;-106
1993-06-05;126242;240176;16329;-120
1993-06-06;118837;233655;16925;-132
1993-06-07;106445;217850;14025;-147
1993-06-08;95355;198614;13220;-160
1993-06-09;87565;186668;12436;-174
1993-06-10;82727;181514;13089;-190
1993-06-11;91509;192322;13656;-204
1993-06-12;109841;207965;19293;-175
1993-06-13;128762;195538;12892;-108
1993-06-14;152472;178361;16938;-219
1993-06-15;152998;160115;12655;-160
1993-06-16;146429;161637;16278;147
1993-06-17;170209;200050;13500;-221
1993-06-18;224956;231333;12202;961
1993-06-19;241693;226186;15172;617
